Repeats: 200
Samples: 500
Max_exp Bits: 26
134217	48.5	271456
268434	46	514496
402651	46	770272
536868	45	1023072
671085	45.5	1278080
805302	46.5	1533056
939519	46	1788064
1073736	46.5	1960160
1207953	46	2204768
1342170	45	2449376
1476387	47.5	2694080
1610604	47.5	2938688
1744821	46	3183360
1879038	46.5	3427968
2013255	48.5	3672608
2147472	48.5	3907488
2281689	46.5	4151520
2415906	46	4395552
2550123	45.5	4639584
2684340	47.5	4883616
2818557	47.5	5127648
2952774	45	5371680
3086991	49	5615712
3221208	49.5	5859744
3355425	44	6103776
3489642	48.5	6347840
3623859	46	6591840
3758076	45.5	6835840
3892293	47.5	7079904
4026510	46	7323936
4160727	46.5	7567936
4294944	49	7893312
4429161	50	8139936
4563378	49	8386496
4697595	46.5	8633056
4831812	55	8879648
4966029	48.5	9126208
5100246	49	9372800
5234463	49.5	9619328
5368680	48	9865920
5502897	47.5	10112512
5637114	47	10359040
5771331	53	10605664
5905548	47.5	10852224
6039765	49	11098784
6173982	48.5	11345344
6308199	48	11591936
6442416	47.5	11838528
6576633	47.5	12085056
6710850	47.5	12331648
6845067	46.5	12578240
6979284	48	12824768
7113501	48	13071360
7247718	48	13317952
7381935	47.5	13564512
7516152	51.5	13811072
7650369	47.5	14057664
7784586	48	14304256
7918803	50.5	14550816
8053020	49.5	14797344
8187237	52	15043968
8321454	48	15290528
8455671	50	15505024
8589888	47.5	15751104
8724105	48.5	15997216
8858322	53	16243296
8992539	47.5	16489312
9126756	49.5	16735424
9260973	49.5	16981472
9395190	48.5	17227520
9529407	51	17473568
9663624	50.5	17719680
9797841	48	17965696
9932058	47.5	18211776
10066275	47	18457856
10200492	49	18703936
10334709	48.5	18949952
10468926	48.5	19196032
10603143	49.5	19442112
10737360	47.5	19688160
10871577	48.5	19934208
11005794	48	20180320
11140011	48.5	20426368
11274228	48.5	20672416
11408445	46.5	20918464
11542662	49.5	21164576
11676879	48	21410624
11811096	49	21656672
11945313	50	21902752
12079530	53.5	22148832
12213747	48	22394848
12347964	48.5	22640928
12482181	47	22887008
12616398	48	23133056
12750615	49.5	23379104
12884832	50	23625184
13019049	60.5	23871296
13153266	48	24117312
13287483	48.5	24363392
13421700	49	24609472
13555917	48.5	24855520
13690134	47	25101568
13824351	48	25347648
13958568	50.5	25593696
14092785	56	25839776
14227002	47.5	26085824
14361219	50.5	26331936
14495436	50	26577952
14629653	49	26824032
14763870	54	27070080
14898087	51	27316192
15032304	47.5	27562208
15166521	48.5	27808288
15300738	47.5	28054368
15434955	51	28300416
15569172	47	28546464
15703389	50	28792544
15837606	48.5	29038624
15971823	49.5	29284672
16106040	51.5	29530720
16240257	53	29776832
16374474	52.5	30022848
16508691	51.5	30268928
16642908	47.5	30514976
16777125	49	30761056
16911342	51	29977280
17045559	49	30215168
17179776	48	30453056
17313993	48.5	30690944
17448210	48	30928832
17582427	47	31166720
17716644	48.5	31404640
17850861	56.5	31642528
17985078	49.5	31880416
18119295	49.5	32118272
18253512	48	32356192
18387729	51.5	32594080
18521946	49	32831968
18656163	51.5	33069888
18790380	49	33307744
18924597	46.5	33545632
19058814	48	33783520
19193031	48.5	34021440
19327248	48	34259328
19461465	48.5	34497216
19595682	51	34735104
19729899	53	34972960
19864116	49.5	35210880
19998333	51.5	35448768
20132550	49	35686688
20266767	52.5	35924544
20400984	51.5	36162432
20535201	52.5	36400352
20669418	49.5	36638272
20803635	52.5	36876096
20937852	47	37113984
21072069	48	37351904
21206286	51	37589760
21340503	51.5	37827680
21474720	51	38065568
21608937	51	38303488
21743154	56.5	38541344
21877371	47	38779232
22011588	53	39017152
22145805	52.5	39255040
22280022	49	39492896
22414239	46.5	39730784
22548456	51.5	39968704
22682673	50.5	40206560
22816890	51.5	40444480
22951107	51.5	40682400
23085324	52.5	40920288
23219541	54	41158144
23353758	51.5	41396032
23487975	49.5	41633952
23622192	50	41871840
23756409	51	42109728
23890626	50	42347616
24024843	50	42585504
24159060	48.5	42823392
24293277	48	43061280
24427494	53	43299200
24561711	53	43537088
24695928	65.5	43774944
24830145	51	44012832
24964362	48	44250720
25098579	50	44488640
25232796	49	44726528
25367013	51.5	44964416
25501230	52	45202304
25635447	51	45440192
25769664	51.5	45678080
25903881	54	45916000
26038098	56.5	46153856
26172315	50	46391712
26306532	49.5	46629632
26440749	52	46867520
26574966	50	47105440
26709183	49	47343328
26843400	54.5	47581216
26977617	51	47819104
27111834	47.5	48056992
27246051	61.5	48294912
27380268	54	48532768
27514485	52	48770656
27648702	52	49008544
27782919	49.5	49246432
27917136	48	49484320
28051353	51.5	49722240
28185570	48.5	49960160
28319787	50	50198016
28454004	50	50435904
28588221	52	50673792
28722438	51	50911712
28856655	56.5	51149568
28990872	54.5	51387456
29125089	54.5	51625376
29259306	49.5	51863232
29393523	51.5	52101152
29527740	51.5	52339040
29661957	53	52576960
29796174	48	52814816
29930391	51	53052704
30064608	50.5	53290592
30198825	49.5	53528512
30333042	51.5	53766368
30467259	54	54004256
30601476	55	54242176
30735693	50	54480064
30869910	52	54717952
31004127	525	54955840
31138344	51	55193760
31272561	52.5	55431616
31406778	51	55669472
31540995	58.5	55907392
31675212	52.5	56145312
31809429	54.5	56383168
31943646	52	56621056
32077863	49.5	56858976
32212080	49.5	57096864
32346297	51	57334752
32480514	50	57572672
32614731	50.5	57810528
32748948	47.5	58048384
32883165	50	58286272
33017382	49.5	58524192
33151599	48.5	58762112
33285816	53.5	58999968
33420033	50	59237888
33554250	50	59475776
33688467	52	59605696
33822684	48.5	59843136
33956901	49	60080608
34091118	49.5	60318080
34225335	49.5	60555520
34359552	49	60792960
34493769	49	61030464
34627986	51	61267904
34762203	51	61505344
34896420	50.5	61742816
35030637	48	61980288
35164854	50.5	62217760
35299071	52	62455232
35433288	51	62692672
35567505	50.5	62930144
35701722	48.5	63167584
35835939	48	63405056
35970156	48.5	63642528
36104373	50	63879968
36238590	48.5	64117408
36372807	50.5	64354880
36507024	49	64592352
36641241	49.5	64829824
36775458	51.5	65067328
36909675	50.5	65304736
37043892	50	65542208
37178109	52	65779648
37312326	50.5	66017120
37446543	51.5	66254592
37580760	48.5	66492032
37714977	50	66729536
37849194	48.5	66966944
37983411	49	67204416
38117628	50	67441888
38251845	50.5	67679392
38386062	49.5	67916800
38520279	50	68154272
38654496	49.5	68391712
38788713	47.5	68629216
38922930	51	68866656
39057147	52	69104096
39191364	49	69341600
39325581	50.5	69579008
39459798	50	69816480
39594015	49	70053952
39728232	48	70291456
39862449	48.5	70528864
39996666	50.5	70766336
40130883	55	71003808
40265100	50	71241280
40399317	49.5	71478720
40533534	48.5	71716160
40667751	51.5	71953664
40801968	51	72191072
40936185	49	72428544
41070402	52	72666048
41204619	51.5	72903520
41338836	49.5	73140928
41473053	50	73378400
41607270	49	73615872
41741487	51	73853344
41875704	50.5	74090784
42009921	50	74328256
42144138	50	74565728
42278355	49.5	74803168
42412572	50.5	75040608
42546789	49	75278112
42681006	50	75515584
42815223	49	75752992
42949440	51	75990464
43083657	53.5	76227936
43217874	47.5	76465408
43352091	47.5	76702880
43486308	49.5	76940320
43620525	50	77177792
43754742	50.5	77415232
43888959	49.5	77652672
44023176	50	77890176
44157393	50	78127648
44291610	48.5	78365056
44425827	53.5	78602560
44560044	48.5	78840000
44694261	48.5	79077472
44828478	51.5	79314944
44962695	51	79552384
45096912	53	79789856
45231129	51.5	80027296
45365346	50.5	80264768
45499563	48.5	80502240
45633780	49	80739712
45767997	49	80977152
45902214	50.5	81214624
46036431	49	81452064
46170648	47	81689536
46304865	50	81927040
46439082	51	82164448
46573299	51	82401920
46707516	48	82639360
46841733	49.5	82876896
46975950	49.5	83114304
47110167	49	83351776
47244384	49.5	83589216
47378601	51	83826688
